Year,Month,Day,Flag Tsunami,Flag Earthquake,Volcano Name,Location,Country,Elevation,Volcano Type,Status,Volcanic Explosivity Index,Volcano : Deaths,Volcano : Deaths Description,Volcano : Missing,Volcano : Missing Description,Volcano : Injuries,Volcano : Injuries Description,Volcano : Damage (in M$),Volcano : Damage Description,Volcano : Houses destroyed,Volcano : Houses destroyed Description,Total Effects : Deaths,Total Effects : Deaths Description,Total Effects : Missing,Total Effects : Missing Description,Total Effects : Injuries,Total Effects : Injuries Description,Total Effects : Damages in million Dollars,Total Effects : Damage Description,Total Effects : Houses Destroyed,Total Effects : Houses Destroyed Description,Coordinates,Earthquakes : Houses damaged Description,Total Effects : Houses Damaged Description
1727,8,3,,,Oraefajokull,Iceland-SE,Iceland,2119,Stratovolcano,Historical,4,3,Few (~1 to 50 deaths),,,,,,,,,3,Few (~1 to 50 deaths),,,,,,,,,64.0,-16.65,
1826,10,11,,,Kelut,Java,Indonesia,1731,Stratovolcano,Historical,3,,Few (~1 to 50 deaths),,,65.0,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,Few (~1 to 50 deaths),,,65.0,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-7.93,112308,
1868,4,3,Tsunami,Earthquake,Mauna Loa,Hawaiian Is,United States,4170,Shield volcano,Historical,2,,,,,,,,LIMITED (roughly corresponding to less than $1 million),37,Few (~1 to 50 houses),77,Some (~51 to 100 deaths),,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),19475,-155608,
1869,7,7,,,Lewotobi,Lesser Sunda Is,Indonesia,1703,Stratovolcano,Historical,2,2,Few (~1 to 50 deaths),,,,,,,,,2,Few (~1 to 50 deaths),,,,,,,,,-8.53,122775,
1895,,,,,Dakataua,New Britain-SW Pac,Papua New Guinea,400,Caldera,Anthropology,2,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,-5056,150108,
1900,7,17,,,Adatara,Honshu-Japan,Japan,1718,Stratovolcano,Historical,2,72,Some (~51 to 100 deaths),,,10.0,Few (~1 to 50 deaths),,,,,72,Some (~51 to 100 deaths),,,10.0,Few (~1 to 50 deaths),,,,,37.62,140.28,
1900,,,,,Tullu Moje,Africa-NE,Ethiopia,2349,Pumice cone,Anthropology,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,8158,39.13,
1902,12,,,,Merapi,Java,Indonesia,2947,Stratovolcano,Historical,2,16,Few (~1 to 50 deaths),,,45.0,Few (~1 to 50 deaths),,,,Some (~51 to 100 houses),16,Few (~1 to 50 deaths),,,45.0,Few (~1 to 50 deaths),,,,Some (~51 to 100 houses),-7542,110442,
1907,9,28,,,Lewotobi,Lesser Sunda Is,Indonesia,1703,Stratovolcano,Historical,2,1,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,,,1,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,,,-8.53,122775,
1913,3,14,Tsunami,Earthquake,Awu,Sangihe Is-Indonesia,Indonesia,1320,Stratovolcano,Historical,2,,,,,,,,,,,138,Many (~101 to 1000 deaths),,,,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),3.67,125.5,
1930,8,20,,,Asama,Honshu-Japan,Japan,2560,Complex volcano,Historical,3,6,Few (~1 to 50 deaths),,,,,,,,,6,Few (~1 to 50 deaths),,,,,,,,,36.4,138.53,
1932,2,,,,Merapi,Java,Indonesia,2947,Stratovolcano,Historical,,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-7542,110442,
1938,1,28,Tsunami,,Nyamuragira,Africa-C,Congo, DRC,3058,Shield volcano,Historical,1,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-1408,29.2
1938,6,5,,,Mayon,Luzon-Philippines,Philippines,2462,Stratovolcano,Historical,2,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,13257,123685,
1954,,,,,Camiguin,Mindanao-Philippines,Philippines,1332,Stratovolcano,Historical,,2,Few (~1 to 50 deaths),,,,,,,,,2,Few (~1 to 50 deaths),,,,,,,,,9203,124673,
1958,7,12,,,Mahawu,Sulawesi-Indonesia,Indonesia,1324,Stratovolcano,Historical,2,1,Few (~1 to 50 deaths),,,10.0,Few (~1 to 50 deaths),,,,,1,Few (~1 to 50 deaths),,,10.0,Few (~1 to 50 deaths),,,,,1358,124858,
1961,4,23,,,Tate-yama,Honshu-Japan,Japan,2621,Stratovolcano,Historical,,1,Few (~1 to 50 deaths),,,,,,,,,1,Few (~1 to 50 deaths),,,,,,,,,36.57,137.6,
1964,1,1,,,Paluweh,Lesser Sunda Is,Indonesia,875,Stratovolcano,Historical,2,1,Few (~1 to 50 deaths),,,3.0,Few (~1 to 50 deaths),,,,,1,Few (~1 to 50 deaths),,,3.0,Few (~1 to 50 deaths),,,,,-8.32,121708,
1992,9,17,,,Spurr,Alaska-SW,United States,3374,Stratovolcano,Historical,4,1,Few (~1 to 50 deaths),,,,,2.0,MODERATE (~$1 to $5 million),,,1,Few (~1 to 50 deaths),,,,,2,MODERATE (~$1 to $5 million),,,61.3,-152.25,
1995,9,6,,,Parker,Mindanao-Philippines,Philippines,1824,Stratovolcano,Historical,,60,Some (~51 to 100 deaths),,,,,,MODERATE (~$1 to $5 million),300,Many (~101 to 1000 houses),60,Some (~51 to 100 deaths),,,,,,MODERATE (~$1 to $5 million),300,Many (~101 to 1000 houses),6.12,124892,
1998,7,,,,Kelut,Java,Indonesia,1731,Stratovolcano,Historical,,10,Few (~1 to 50 deaths),,,,,,,,,10,Few (~1 to 50 deaths),,,,,,,,,-7.93,112308,
2000,8,23,,,Arenal,Costa Rica,Costa Rica,1657,Stratovolcano,Historical,3,2,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,2,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,10463,-84703,
2010,5,27,,,Pacaya,Guatemala,Guatemala,2552,Complex volcano,Historical,1,1,Few (~1 to 50 deaths),3.0,Few (~1 to 50 deaths),,,,LIMITED (roughly corresponding to less than $1 million),3,Few (~1 to 50 houses),1,Few (~1 to 50 deaths),3.0,Few (~1 to 50 deaths),,,,LIMITED (roughly corresponding to less than $1 million),3,Few (~1 to 50 houses),14381,-90601,
2010,10,26,,,Merapi,Java,Indonesia,2947,Stratovolcano,Historical,,367,Many (~101 to 1000 deaths),,,277.0,Many (~101 to 1000 deaths),600.0,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),367,Many (~101 to 1000 deaths),,,277.0,Many (~101 to 1000 deaths),600,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),-7542,110442,
2011,7,17,,,Lokon-Empung,Sulawesi-Indonesia,Indonesia,1580,Stratovolcano,Historical,,1,Few (~1 to 50 deaths),,,,,,,,,1,Few (~1 to 50 deaths),,,,,,,,,1358,124792,
2013,2,12,,,Merapi,Java,Indonesia,2947,Stratovolcano,Historical,,1,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,1,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,-7542,110442,
2016,9,27,,,Rinjani,Lesser Sunda Is,Indonesia,3726,Stratovolcano,Historical,,,,44.0,Few (~1 to 50 deaths),,,,,,,,,44.0,Few (~1 to 50 deaths),,,,,,,-8.42,116.47,
2018,7,16,,,Kilauea,Hawaiian Is,United States,1222,Shield volcano,Historical,,,,,,23.0,Few (~1 to 50 deaths),1.0,LIMITED (roughly corresponding to less than $1 million),,,,,,,23.0,Few (~1 to 50 deaths),1,LIMITED (roughly corresponding to less than $1 million),,,19425,-155292,
-4050,,,,,Masaya,Nicaragua,Nicaragua,635,Caldera,Historical,6,,,,,,,,,,,,,,,,,,,,,11984,-86161,
-2420,,,,,Vesuvius,Italy,Italy,1281,Complex volcano,Historical,5,,,,,,,,,,,,,,,,,,,,,40821,14426,
79,8,25,Tsunami,Earthquake,Vesuvius,Italy,Italy,1281,Complex volcano,Historical,5,2100,Very Many (~1001 or more deaths),,,,,,,,,2100,Very Many (~1001 or more deaths),,,,,,,,,40821,14426,
1375,,,,,Chichon, El,Mexico,Mexico,1150,Tuff cone,Historical,5,,Some (~51 to 100 deaths),,,,,,,,,,Some (~51 to 100 deaths),,,,,,,,,17.36,-93228
1376,,,,,Kelut,Java,Indonesia,1731,Stratovolcano,Historical,3,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-7.93,112308,
1538,9,29,,,Campi Flegrei,Italy,Italy,458,Caldera,Historical,3,24,Few (~1 to 50 deaths),,,,,,,,,24,Few (~1 to 50 deaths),,,,,,,,,40827,14139,
1664,4,15,,,Unzen,Kyushu-Japan,Japan,1500,Complex volcano,Historical,2,30,Few (~1 to 50 deaths),,,,,,,,,30,Few (~1 to 50 deaths),,,,,,,,,32.75,130.3,
1698,,,,,Cotopaxi,Ecuador,Ecuador,5911,Stratovolcano,Historical,3,,Some (~51 to 100 deaths),,,,,,,,,,Some (~51 to 100 deaths),,,,,,,,,-677,-78436,
1775,,,,,Gamalama,Halmahera-Indonesia,Indonesia,1715,Stratovolcano,Historical,3,1300,Very Many (~1001 or more deaths),,,,,,,,,1300,Very Many (~1001 or more deaths),,,,,,,,,0.8,127325,
1800,10,30,,,Mayon,Luzon-Philippines,Philippines,2462,Stratovolcano,Historical,2,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,13257,123685,
1822,3,9,,,Usu,Hokkaido-Japan,Japan,731,Stratovolcano,Historical,4,50,Few (~1 to 50 deaths),,,53.0,Some (~51 to 100 deaths),,,,Some (~51 to 100 houses),50,Few (~1 to 50 deaths),,,53.0,Some (~51 to 100 deaths),,,,Some (~51 to 100 houses),42.53,140.83,
1822,10,8,,,Galunggung,Java,Indonesia,2168,Stratovolcano,Historical,5,4011,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),4011,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-7.25,108.05,
1840,2,2,Tsunami,,Gamalama,Halmahera-Indonesia,Indonesia,1715,Stratovolcano,Historical,2,,,,,,,,,,,,,,,,,,,,,0.8,127325,
1874,7,3,,,Miyake-jima,Izu Is-Japan,Japan,815,Stratovolcano,Historical,3,1,Few (~1 to 50 deaths),,,,,,,,,1,Few (~1 to 50 deaths),,,,,,,,,34.08,139.53,
1911,11,3,Tsunami,,Piparo,Trinidad,Trinidad,140,Mud volcano,Historical,,,,,,,,,,,,,,,,,,,,,,10.0,-61.0,
1911,11,8,,,Semeru,Java,Indonesia,3676,Stratovolcano,Historical,3,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-8108,112.92,
1916,7,3,Tsunami,,Stromboli,Italy,Italy,926,Stratovolcano,Historical,3,,,,,,,,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,38789,15213,
1928,5,13,,,Dieng Volc Complex,Java,Indonesia,2565,Complex volcano,Historical,2,40,Few (~1 to 50 deaths),,,,,,,,,40,Few (~1 to 50 deaths),,,,,,,,,-7.2,109.92,
1933,12,25,Tsunami,,Bulusan,Luzon-Philippines,Philippines,1565,Stratovolcano,Historical,2,,,,,,,,,,,9,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),,,12.77,124.05,
1944,8,26,,,Usu,Hokkaido-Japan,Japan,731,Stratovolcano,Historical,2,1,Few (~1 to 50 deaths),,,,,,,,,1,Few (~1 to 50 deaths),,,,,,,,,42.53,140.83,
1953,12,24,,,Ruapehu,New Zealand,New Zealand,2797,Stratovolcano,Historical,,151,Many (~101 to 1000 deaths),,,,,,,,,151,Many (~101 to 1000 deaths),,,,,,,,,-39.28,175.57,
1966,4,26,,,Kelut,Java,Indonesia,1731,Stratovolcano,Historical,4,215,Many (~101 to 1000 deaths),78.0,Some (~51 to 100 deaths),86.0,Some (~51 to 100 deaths),,,,,215,Many (~101 to 1000 deaths),78.0,Some (~51 to 100 deaths),86.0,Some (~51 to 100 deaths),,,,,-7.93,112308,
1966,8,14,,,Lengai, Ol Doinyo,Africa-E,Tanzania,2890,Stratovolcano,Historical,4,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-2751,35902
1969,8,26,,,Narugo,Honshu-Japan,Japan,462,Caldera,Historical,,1,Few (~1 to 50 deaths),,,,,,,,,1,Few (~1 to 50 deaths),,,,,,,,,38.73,140.73,
1971,8,12,,,Hudson, Cerro,Chile-S,Chile,1905,Stratovolcano,Historical,3,5,Few (~1 to 50 deaths),,,,,,,,,3,Few (~1 to 50 deaths),,,,,,,,,-45.9,-72.97
1973,12,5,,,Iliwerung,Lesser Sunda Is,Indonesia,1018,Complex volcano,Historical,2,2,Few (~1 to 50 deaths),,,,,,,,,2,Few (~1 to 50 deaths),,,,,,,,,-8.54,123.59,
1979,3,8,,,Karkar,New Guinea-NE of,Papua New Guinea,1839,Stratovolcano,Historical,2,2,Few (~1 to 50 deaths),,,,,,,,,2,Few (~1 to 50 deaths),,,,,,,,,-4649,145964,
1981,3,17,,,Etna,Italy,Italy,3350,Stratovolcano,Historical,2,,,,,,,10.0,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,37734,15004,
1982,3,29,,Earthquake,Chichon, El,Mexico,Mexico,1150,Tuff cone,Historical,5,1879,Very Many (~1001 or more deaths),1755.0,Very Many (~1001 or more deaths),,,3.3,MODERATE (~$1 to $5 million),,,1879,Very Many (~1001 or more deaths),1755.0,Very Many (~1001 or more deaths),,,3.3,MODERATE (~$1 to $5 million),,,17.36,-93228
1993,1,14,,,Galeras,Colombia,Colombia,4276,Complex volcano,Historical,2,9,Few (~1 to 50 deaths),,,,,,,,,9,Few (~1 to 50 deaths),,,,,,,,,1.22,-77.37,
2002,8,28,,Earthquake,Etna,Italy,Italy,3350,Stratovolcano,Historical,3,,,,,32.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,,,32.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),37734,15004,
2008,11,20,,,Huila,Colombia,Colombia,5365,Stratovolcano,Historical,,10,Few (~1 to 50 deaths),,Few (~1 to 50 deaths),,Few (~1 to 50 deaths),,,,,10,Few (~1 to 50 deaths),,Few (~1 to 50 deaths),,Few (~1 to 50 deaths),,,,,2.92,-76.05,
2011,6,4,,,Puyehue,Chile-C,Chile,2236,Stratovolcano,Holocene,4,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,MODERATE (~$1 to $5 million),,,-40.59,-72117,
2013,12,13,,,Okataina,New Zealand,New Zealand,1111,Lava dome,Historical,,1,Few (~1 to 50 deaths),,,,,,,,,1,Few (~1 to 50 deaths),,,,,,,,,-38.12,176.5,
2014,9,27,,,On-take,Honshu-Japan,Japan,3063,Complex volcano,Historical,3,55,Some (~51 to 100 deaths),,,70.0,Some (~51 to 100 deaths),,,,,55,Some (~51 to 100 deaths),,,70.0,Some (~51 to 100 deaths),,,,,35.9,137.48,
2014,12,18,,,Gamalama,Halmahera-Indonesia,Indonesia,1715,Stratovolcano,Historical,,1,Few (~1 to 50 deaths),,,4.0,Few (~1 to 50 deaths),,,,,1,Few (~1 to 50 deaths),,,4.0,Few (~1 to 50 deaths),,,,,0.8,127325,
2018,1,13,,,Mayon,Luzon-Philippines,Philippines,2462,Stratovolcano,Historical,,,,,,1972.0,Very Many (~1001 or more deaths),3564,MODERATE (~$1 to $5 million),,,,,,,1972.0,Very Many (~1001 or more deaths),3564,MODERATE (~$1 to $5 million),,,13257,123685,
2018,8,25,,,Manam,New Guinea-NE of,Papua New Guinea,1807,Stratovolcano,Historical,4,,,,,,,,SEVERE (~>$5 to $24 million),164,Many (~101 to 1000 houses),,,,,,,,SEVERE (~>$5 to $24 million),164,Many (~101 to 1000 houses),-4.1,145061,
-4360,,,,,Macauley Island,Kermadec Is,New Zealand,238,Caldera,Holocene,6,,,,,,,,,,,,,,,,,,,,,-30.2,-178.47,
-4000,,,,,Pago,New Britain-SW Pac,Papua New Guinea,742,Caldera,Historical,6,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,-5.58,150.52,
-50,,,,,Apoyeque,Nicaragua,Nicaragua,518,Pyroclastic shield,Radiocarbon,6,,,,,,,,,,,,,,,,,,,,,12242,-86342,
46,,,Tsunami,,Santorini,Greece,Greece,329,Shield volcano,Historical,3,,,,,,,,,,,,,,,,,,,,,36404,25396,
500,,,,,Arhab, Harra of,Arabia-S,Yemen,3100,Volcanic field,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,15.63,44.08
787,,,,,Vesuvius,Italy,Italy,1281,Complex volcano,Historical,3,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,40821,14426,
1536,3,23,,,Etna,Italy,Italy,3350,Stratovolcano,Historical,3,1,Few (~1 to 50 deaths),,,,,,,,,1,Few (~1 to 50 deaths),,,,,,,,,37734,15004,
1690,2,3,Tsunami,,Vesuvius,Italy,Italy,1281,Complex volcano,Historical,,,,,,,,,,,,,,,,,,,,,,40821,14426,
1726,2,1,,,Bardarbunga,Iceland-NE,Iceland,2000,Stratovolcano,Historical,1,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,64.63,-17.53,
1730,,,,,Raung,Java,Indonesia,3332,Stratovolcano,Historical,3,,Some (~51 to 100 deaths),,,,,,,,,,Some (~51 to 100 deaths),,,,,,,,,-8125,114042,
1742,6,15,,,Cotopaxi,Ecuador,Ecuador,5911,Stratovolcano,Historical,3,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,,-677,-78436,
1749,8,11,Tsunami,Earthquake,Taal,Luzon-Philippines,Philippines,400,Stratovolcano,Historical,3,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),14002,120993,
1848,5,16,,,Kelut,Java,Indonesia,1731,Stratovolcano,Historical,2,21,Few (~1 to 50 deaths),,,,,,,800,Many (~101 to 1000 houses),21,Few (~1 to 50 deaths),,,,,,,800,Many (~101 to 1000 houses),-7.93,112308,
1861,5,7,,Earthquake,Dubbi,Africa-NE,Eritrea,1625,Stratovolcano,Historical,3,106,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),106,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),13.58,41808,
1892,8,30,Tsunami,,Tofua,Tonga-SW Pacific,Tonga,512,Caldera,Historical,2,,,,,,,,,,,,,,,,,,,,,-19.75,-175.07,
1897,5,23,,,Mayon,Luzon-Philippines,Philippines,2462,Stratovolcano,Historical,3,350,Many (~101 to 1000 deaths),,,,,,,,,350,Many (~101 to 1000 deaths),,,,,,,,,13257,123685,
1902,5,5,Tsunami,,Pelee,W Indies,Martinique,1397,Stratovolcano,Historical,,23,Few (~1 to 50 deaths),,,,,,,,,23,Few (~1 to 50 deaths),,,,,,,,,14.82,-61.17,
1912,12,3,,,Nyamuragira,Africa-C,Congo, DRC,3058,Shield volcano,Historical,3,20,Few (~1 to 50 deaths),,,,,,,,,20,Few (~1 to 50 deaths),,,,,,,,,-1408,29.2
1919,2,19,,,Popocatepetl,Mexico,Mexico,5426,Stratovolcano,Historical,1,,Some (~51 to 100 deaths),,,,,,,,,,Some (~51 to 100 deaths),,,,,,,,,19023,-98622,
1919,4,3,Tsunami,,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,-5,Submarine volcano,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),3138,125491,
1923,3,2,Tsunami,Earthquake,Cendres, Ile des,SE Asia,Vietnam,-20,Submarine volcanoes,Historical,2,,,,,,,,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,10158,109014
1929,8,2,,,Etna,Italy,Italy,3350,Stratovolcano,Historical,2,2,Few (~1 to 50 deaths),,,,,,,,,2,Few (~1 to 50 deaths),,,,,,,,,37734,15004,
1939,8,17,,,Tori-shima,Izu Is-Japan,Japan,403,Stratovolcano,Historical,2,2,Few (~1 to 50 deaths),,,,,,,,,2,Few (~1 to 50 deaths),,,,,,,,,30.48,140.32,
1940,6,20,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,1784,Stratovolcano,Historical,2,1,Few (~1 to 50 deaths),,,2.0,Few (~1 to 50 deaths),,,,,1,Few (~1 to 50 deaths),,,2.0,Few (~1 to 50 deaths),,,,,2.78,125.48,
1947,7,6,,,Asama,Honshu-Japan,Japan,2560,Complex volcano,Historical,2,11,Few (~1 to 50 deaths),,,,,,,,,11,Few (~1 to 50 deaths),,,,,,,,,36.4,138.53,
1957,8,,,,Oshima,Izu Is-Japan,Japan,758,Stratovolcano,Historical,2,1,Few (~1 to 50 deaths),,,53.0,Some (~51 to 100 deaths),,,,,1,Few (~1 to 50 deaths),,,53.0,Some (~51 to 100 deaths),,,,,34.73,139.38,
1979,9,6,,,Aso,Kyushu-Japan,Japan,1592,Caldera,Historical,2,3,Few (~1 to 50 deaths),,,11.0,Few (~1 to 50 deaths),,,,,3,Few (~1 to 50 deaths),,,11.0,Few (~1 to 50 deaths),,,,,32.88,131.1,
1980,12,25,,,Hood,US-Oregon,United States,3426,Stratovolcano,Historical,,1,Few (~1 to 50 deaths),,,,,,,,,1,Few (~1 to 50 deaths),,,,,,,,,45374,-121694,
1989,8,26,,,Kirishima,Kyushu-Japan,Japan,1700,Shield volcano,Historical,,2,Few (~1 to 50 deaths),,,,,,,,,2,Few (~1 to 50 deaths),,,,,,,,,31.93,130.87,
1994,5,29,,,Aso,Kyushu-Japan,Japan,1592,Caldera,Historical,1,1,Few (~1 to 50 deaths),,,,,,,,,1,Few (~1 to 50 deaths),,,,,,,,,32.88,131.1,
2001,5,14,,,Etna,Italy,Italy,3350,Stratovolcano,Historical,3,1,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,1,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,37734,15004,
2011,2,23,,,Bulusan,Luzon-Philippines,Philippines,1565,Stratovolcano,Historical,2,1,Few (~1 to 50 deaths),,,,,,,,,1,Few (~1 to 50 deaths),,,,,,,,,12.77,124.05,
2014,2,13,,,Kelut,Java,Indonesia,1731,Stratovolcano,Historical,,7,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),4098,Very Many (~1001 or more houses),7,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),4098,Very Many (~1001 or more houses),-7.93,112308,
-1370,,,,,Pago,New Britain-SW Pac,Papua New Guinea,742,Caldera,Historical,6,,,,,,,,,,,,,,,,,,,,,-5.58,150.52,
710,,,,,Pago,New Britain-SW Pac,Papua New Guinea,742,Caldera,Historical,6,,,,,,,,,,,,,,,,,,,,,-5.58,150.52,
1853,7,13,,,Mayon,Luzon-Philippines,Philippines,2462,Stratovolcano,Historical,3,34,Few (~1 to 50 deaths),,,,,,,,Few (~1 to 50 houses),34,Few (~1 to 50 deaths),,,,,,,,Few (~1 to 50 houses),13257,123685,
1872,11,3,,,Merapi,Java,Indonesia,2947,Stratovolcano,Historical,4,200,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),200,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-7542,110442,
1878,1,10,Tsunami,,Yasur,Vanuatu-SW Pacific,Vanuatu,361,Stratovolcano,Historical,3,,,,,,,,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-19.52,169425,
1905,8,4,Tsunami,,Savai'i,Samoa-SW Pacific,Samoa,1858,Shield volcano,Historical,2,,,,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-13612,-172525,
1918,10,12,,,Katla,Iceland-S,Iceland,1512,Subglacial volcano,Historical,4,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.63,-19.05,
1944,8,20,Tsunami,,Stromboli,Italy,Italy,926,Stratovolcano,Historical,2,,,,,,,,,,,,,,,,,,,,,38789,15213,
1952,9,26,Tsunami,,Myojun Knoll,Izu Is-Japan,Japan,360,Submarine volcano,Holocene,2,,,,,,,,,,,,,,,,,,,,,32.1,139.85,
1955,7,26,,,Carran-Los Venados,Chile-C,Chile,1114,Pyroclastic cone,Historical,4,2,Few (~1 to 50 deaths),,,,,,,,,2,Few (~1 to 50 deaths),,,,,,,,,-40.35,-72.07,
1961,5,8,,,Merapi,Java,Indonesia,2947,Stratovolcano,Historical,3,6,Few (~1 to 50 deaths),,,6.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),6,Few (~1 to 50 deaths),,,6.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),-7542,110442,
1975,6,17,,,Arenal,Costa Rica,Costa Rica,1657,Stratovolcano,Historical,3,2,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,,,2,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,,,10463,-84703,
1980,8,17,,,Hekla,Iceland-S,Iceland,1491,Stratovolcano,Historical,3,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.98,-19.7,
1981,9,5,,,Paluweh,Lesser Sunda Is,Indonesia,875,Stratovolcano,Historical,2,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),-8.32,121708,
1988,,,,,Akita-Yake-yama,Honshu-Japan,Japan,1366,Complex volcano,Historical,,3,Few (~1 to 50 deaths),,,,,,,,,3,Few (~1 to 50 deaths),,,,,,,,,39.97,140.77,
1991,7,3,,,Karthala,Indian O-W,Comoros,2361,Shield volcano,Historical,2,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-11.75,43.38,
1994,11,22,,,Merapi,Java,Indonesia,2947,Stratovolcano,Historical,3,60,Some (~51 to 100 deaths),,,,,,,,,60,Some (~51 to 100 deaths),,,,,,,,,-7542,110442,
1995,2,11,,,Yake-dake,Honshu-Japan,Japan,2455,Stratovolcano,Historical,1,4,Few (~1 to 50 deaths),,,,,,,,,4,Few (~1 to 50 deaths),,,,,,,,,36.22,137.58,
